Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,98.30999755859375,98.30999755859375,98.2947006225586,98.2947006225586,95.54642486572266,177
2022-01-04,98.27999877929688,98.29149627685547,98.27999877929688,98.29149627685547,95.5433120727539,356148
2022-01-05,98.25,98.2699966430664,98.09010314941406,98.09639739990234,95.35366821289062,356863
2022-01-06,97.98500061035156,97.98500061035156,97.98500061035156,97.98500061035156,95.24537658691406,104
2022-01-07,97.89459991455078,97.89459991455078,97.89459991455078,97.89459991455078,95.15750885009766,3
2022-01-10,97.83999633789062,97.9000015258789,97.83000183105469,97.84510040283203,95.10940551757812,8362
2022-01-11,97.8499984741211,97.92230224609375,97.8499984741211,97.92230224609375,95.18443298339844,103
2022-01-12,97.92500305175781,97.92500305175781,97.91999816894531,97.91999816894531,95.18218994140625,104
2022-01-13,97.99099731445312,97.99099731445312,97.99099731445312,97.99099731445312,95.25121307373047,2
2022-01-14,97.80850219726562,97.80850219726562,97.73500061035156,97.73500061035156,95.00237274169922,133
2022-01-18,97.44000244140625,97.44000244140625,97.41069793701172,97.41069793701172,94.68714904785156,163
2022-01-19,97.50499725341797,97.50499725341797,97.49420166015625,97.49420166015625,94.768310546875,103
2022-01-20,97.50260162353516,97.50260162353516,97.50260162353516,97.50260162353516,94.77648162841797,2
2022-01-21,97.69000244140625,97.69000244140625,97.69000244140625,97.69000244140625,94.95863342285156,84
2022-01-24,97.7698974609375,97.83999633789062,97.71019744873047,97.71019744873047,94.97826385498047,6378
2022-01-25,97.67009735107422,97.67009735107422,97.63159942626953,97.63159942626953,94.90186309814453,106
2022-01-26,97.3395004272461,97.3395004272461,97.3395004272461,97.3395004272461,94.61793518066406,5
2022-01-27,97.38899993896484,97.38899993896484,97.30999755859375,97.30999755859375,94.58926391601562,206
2022-01-28,97.31099700927734,97.41210174560547,97.31099700927734,97.41210174560547,94.6884994506836,925
2022-01-31,97.45099639892578,97.45099639892578,97.41739654541016,97.41739654541016,94.69364166259766,935
2022-02-01,97.40499877929688,97.40499877929688,97.4000015258789,97.4000015258789,94.6767349243164,280
2022-02-02,97.47419738769531,97.47419738769531,97.47419738769531,97.47419738769531,94.7488784790039,4
2022-02-03,97.30899810791016,97.30989837646484,97.25499725341797,97.30989837646484,94.58916473388672,221
2022-02-04,96.92900085449219,96.92900085449219,96.92500305175781,96.92500305175781,94.21501922607422,104
2022-02-07,96.95040130615234,96.96839904785156,96.95040130615234,96.96839904785156,94.2572021484375,502
2022-02-08,96.82769775390625,96.82769775390625,96.82769775390625,96.82769775390625,94.12043762207031,3
2022-02-09,96.8550033569336,96.8550033569336,96.8550033569336,96.8550033569336,94.14698791503906,2
2022-02-10,96.28379821777344,96.28379821777344,96.28379821777344,96.28379821777344,93.59175109863281,2
2022-02-11,96.6854019165039,96.6854019165039,96.6854019165039,96.6854019165039,93.98212432861328,4
2022-02-14,96.42430114746094,96.42430114746094,96.42430114746094,96.42430114746094,93.72830963134766,13
2022-02-15,96.35900115966797,96.35900115966797,96.3550033569336,96.3550033569336,93.66096496582031,103
2022-02-16,96.43409729003906,96.43409729003906,96.43409729003906,96.43409729003906,93.73784637451172,2
2022-02-17,96.56719970703125,96.56719970703125,96.56719970703125,96.56719970703125,93.86721801757812,4
2022-02-18,96.64230346679688,96.64230346679688,96.64230346679688,96.64230346679688,93.94022369384766,2
2022-02-22,96.54000091552734,96.55000305175781,96.5239028930664,96.5239028930664,93.82513427734375,156012
2022-02-23,96.3904037475586,96.3904037475586,96.3904037475586,96.3904037475586,93.69536590576172,22
2022-02-24,96.48159790039062,96.48159790039062,96.48159790039062,96.48159790039062,93.78401184082031,48
2022-02-25,96.49500274658203,96.49500274658203,96.49500274658203,96.49500274658203,93.79704284667969,10
2022-02-28,96.93910217285156,96.93910217285156,96.93910217285156,96.93910217285156,94.2287368774414,43
2022-03-01,97.27999877929688,97.29209899902344,97.27999877929688,97.29209899902344,94.57185363769531,107
2022-03-02,97.05000305175781,97.05000305175781,96.7510986328125,96.7510986328125,94.04597473144531,316
2022-03-03,96.7938003540039,96.7938003540039,96.7938003540039,96.7938003540039,94.08748626708984,4
2022-03-04,97.056396484375,97.056396484375,97.056396484375,97.056396484375,94.34273529052734,14
2022-03-07,96.81780242919922,96.81780242919922,96.81780242919922,96.81780242919922,94.11082458496094,2
2022-03-08,96.46499633789062,96.46499633789062,96.46499633789062,96.46499633789062,93.76789093017578,23
2022-03-09,96.26190185546875,96.26190185546875,96.26190185546875,96.26190185546875,93.57046508789062,30
2022-03-10,96.08499908447266,96.08499908447266,96.08499908447266,96.08499908447266,93.39849853515625,5
2022-03-11,96.03009796142578,96.03009796142578,96.03009796142578,96.03009796142578,93.34513854980469,139
2022-03-14,95.5593032836914,95.5593032836914,95.5593032836914,95.5593032836914,92.88750457763672,31
2022-03-15,95.54080200195312,95.54080200195312,95.54080200195312,95.54080200195312,92.86952209472656,26
2022-03-16,95.48580169677734,95.48580169677734,95.48580169677734,95.48580169677734,92.81607055664062,20
2022-03-17,95.59980010986328,95.59980010986328,95.59980010986328,95.59980010986328,92.92687225341797,23
2022-03-18,95.70169830322266,95.70169830322266,95.70169830322266,95.70169830322266,93.02592468261719,11
2022-03-21,95.1500015258789,95.16919708251953,95.14009857177734,95.15119934082031,92.49081420898438,503
2022-03-22,94.99700164794922,94.99700164794922,94.99700164794922,94.99700164794922,92.34093475341797,7
2022-03-23,95.2136001586914,95.2136001586914,95.2136001586914,95.2136001586914,92.55146789550781,1
2022-03-24,95.08650207519531,95.08650207519531,95.08650207519531,95.08650207519531,92.42792510986328,4
2022-03-25,94.62090301513672,94.62090301513672,94.62090301513672,94.62090301513672,91.97534942626953,5
2022-03-28,94.64620208740234,94.64620208740234,94.64620208740234,94.64620208740234,91.99993133544922,11
2022-03-29,94.5199966430664,94.64700317382812,94.5199966430664,94.64700317382812,92.16722106933594,1004
2022-03-30,94.71099853515625,94.83920288085938,94.70999908447266,94.83920288085938,92.35438537597656,2615
2022-03-31,95.00890350341797,95.00890350341797,94.87149810791016,94.87149810791016,92.3858413696289,906
2022-04-01,94.61000061035156,95.06999969482422,94.51000213623047,94.51000213623047,92.0338134765625,19678
2022-04-04,94.61000061035156,94.61000061035156,94.61000061035156,94.61000061035156,92.13119506835938,11
2022-04-05,94.18000030517578,94.18000030517578,94.16500091552734,94.16500091552734,91.6978530883789,462
2022-04-06,94.06999969482422,94.11100006103516,94.06999969482422,94.0999984741211,91.63455200195312,2898
2022-04-07,94.11000061035156,94.11000061035156,94.07530212402344,94.07530212402344,91.61050415039062,543
2022-04-08,93.86509704589844,93.86509704589844,93.86509704589844,93.86509704589844,91.40579986572266,1482
2022-04-11,93.70999908447266,93.70999908447266,93.68350219726562,93.68350219726562,91.22897338867188,327
2022-04-12,94.03130340576172,94.03130340576172,94.03130340576172,94.03130340576172,91.56765747070312,5
2022-04-13,94.05560302734375,94.05560302734375,94.05560302734375,94.05560302734375,91.59132385253906,1305
2022-04-14,93.71499633789062,93.71499633789062,93.71499633789062,93.71499633789062,91.25963592529297,3
2022-04-18,93.66500091552734,93.66500091552734,93.66500091552734,93.66500091552734,91.2109603881836,2
2022-04-19,93.27539825439453,93.27539825439453,93.27539825439453,93.27539825439453,90.8315658569336,6221
2022-04-20,93.4000015258789,93.4000015258789,93.4000015258789,93.4000015258789,90.95289611816406,127
2022-04-21,93.22920227050781,93.22920227050781,93.22920227050781,93.22920227050781,90.78657531738281,3
2022-04-22,93.1636962890625,93.1636962890625,93.1636962890625,93.1636962890625,90.72279357910156,7
2022-04-25,93.4000015258789,93.44999694824219,93.4000015258789,93.44999694824219,91.00157928466797,404
2022-04-26,93.6500015258789,93.68060302734375,93.61489868164062,93.68060302734375,91.22615051269531,450
2022-04-27,93.62000274658203,93.62000274658203,93.51490020751953,93.51490020751953,91.06478881835938,514
2022-04-28,93.31050109863281,93.40280151367188,93.31050109863281,93.40280151367188,90.95561218261719,320
2022-04-29,93.26000213623047,93.2699966430664,93.23870086669922,93.23870086669922,90.79582214355469,11026
2022-05-02,92.88860321044922,92.88860321044922,92.88860321044922,92.88860321044922,90.45490264892578,2
2022-05-03,93.0999984741211,93.0999984741211,92.94519805908203,92.94519805908203,90.510009765625,755
2022-05-04,92.87999725341797,93.27670288085938,92.87999725341797,93.27670288085938,90.83283233642578,803
2022-05-05,92.98100280761719,92.98100280761719,92.79000091552734,92.96050262451172,90.52490997314453,436
2022-05-06,92.79000091552734,92.79000091552734,92.79000091552734,92.79000091552734,90.35887908935547,63
2022-05-09,92.91000366210938,93.08080291748047,92.91000366210938,93.08080291748047,90.6420669555664,1373
2022-05-10,93.19000244140625,93.19999694824219,93.19000244140625,93.19170379638672,90.75005340576172,399
2022-05-11,93.30999755859375,93.30999755859375,93.30999755859375,93.30999755859375,90.86524963378906,20
2022-05-12,93.47969818115234,93.47969818115234,93.47969818115234,93.47969818115234,91.0304946899414,29
2022-05-13,93.30500030517578,93.30500030517578,93.30500030517578,93.30500030517578,90.86038208007812,11
2022-05-16,93.52989959716797,93.52989959716797,93.45999908447266,93.4749984741211,91.02593231201172,614
2022-05-17,93.0896987915039,93.0896987915039,93.0896987915039,93.0896987915039,90.65072631835938,3
2022-05-18,93.26000213623047,93.29000091552734,93.24500274658203,93.24500274658203,90.80195617675781,601
2022-05-19,93.44429779052734,93.44429779052734,93.44429779052734,93.44429779052734,90.99604034423828,2
2022-05-20,93.6095962524414,93.6095962524414,93.6095962524414,93.6095962524414,91.15699768066406,7
2022-05-23,93.41999816894531,93.41999816894531,93.41999816894531,93.41999816894531,90.97236633300781,3
2022-05-24,93.84989929199219,93.84989929199219,93.8124008178711,93.8124008178711,91.3544921875,199
2022-05-25,94.00789642333984,94.00789642333984,94.00789642333984,94.00789642333984,91.54486846923828,82
2022-05-26,93.99400329589844,94.08999633789062,93.99400329589844,94.08999633789062,91.62481689453125,250
2022-05-27,94.08999633789062,94.13999938964844,94.08999633789062,94.13999938964844,91.67351531982422,147
2022-05-31,93.77999877929688,93.7925033569336,93.75499725341797,93.7925033569336,91.33511352539062,268
2022-06-01,93.55999755859375,93.55999755859375,93.45140075683594,93.49500274658203,91.04541778564453,391
2022-06-02,93.54499816894531,93.54499816894531,93.54499816894531,93.54499816894531,91.09410095214844,2
2022-06-03,93.44999694824219,93.62999725341797,93.44999694824219,93.45439910888672,91.00586700439453,1692
2022-06-06,93.1990966796875,93.1990966796875,93.1990966796875,93.1990966796875,90.75724792480469,3
2022-06-07,93.31790161132812,93.31790161132812,93.31790161132812,93.31790161132812,90.8729476928711,7
2022-06-08,93.17500305175781,93.17500305175781,93.17500305175781,93.17500305175781,90.73379516601562,3
2022-06-09,93.07959747314453,93.07959747314453,93.05000305175781,93.05000305175781,90.61207580566406,181
2022-06-10,92.72000122070312,92.72000122070312,92.43260192871094,92.43260192871094,90.01083374023438,153
2022-06-13,91.7699966430664,91.7699966430664,91.5270004272461,91.5270004272461,89.12895965576172,114
2022-06-14,91.17839813232422,91.17839813232422,91.17839813232422,91.17839813232422,88.78949737548828,18
2022-06-15,91.86000061035156,91.86000061035156,91.86000061035156,91.86000061035156,89.4532470703125,12
2022-06-16,92.07510375976562,92.07510375976562,92.07510375976562,92.07510375976562,89.66270446777344,2
2022-06-17,92.03780364990234,92.03780364990234,92.03780364990234,92.03780364990234,89.62638854980469,52
2022-06-21,91.90499877929688,91.90499877929688,91.90499877929688,91.90499877929688,89.49706268310547,12
2022-06-22,92.39469909667969,92.39469909667969,92.39469909667969,92.39469909667969,89.97393798828125,1
2022-06-23,92.59760284423828,92.59760284423828,92.59760284423828,92.59760284423828,90.17152404785156,90
2022-06-24,92.5999984741211,92.5999984741211,92.54499816894531,92.54499816894531,90.12030029296875,270
2022-06-27,92.39700317382812,92.39700317382812,92.31700134277344,92.31700134277344,89.89826202392578,366
2022-06-28,92.2145004272461,92.2145004272461,92.2145004272461,92.2145004272461,89.87572479248047,7
2022-06-29,92.43000030517578,92.5,92.42990112304688,92.5,90.15397644042969,487
2022-06-30,92.87789916992188,92.87789916992188,92.87789916992188,92.87789916992188,90.52228546142578,98
2022-07-01,93.42500305175781,93.42500305175781,93.42500305175781,93.42500305175781,91.0555191040039,84
2022-07-05,93.55000305175781,93.55000305175781,93.55000305175781,93.55000305175781,91.17735290527344,110
2022-07-06,93.18499755859375,93.18499755859375,93.10140228271484,93.10140228271484,90.74012756347656,302
2022-07-07,92.91500091552734,92.91500091552734,92.91500091552734,92.91500091552734,90.55845642089844,4
2022-07-08,92.76000213623047,92.76000213623047,92.76000213623047,92.76000213623047,90.40738677978516,1
2022-07-11,92.95210266113281,92.95210266113281,92.95210266113281,92.95210266113281,90.59461212158203,3
2022-07-12,93.0999984741211,93.0999984741211,93.0999984741211,93.0999984741211,90.73876190185547,4
2022-07-13,93.06680297851562,93.12580108642578,93.06680297851562,93.12580108642578,90.76390838623047,186
2022-07-14,92.99669647216797,92.99669647216797,92.99669647216797,92.99669647216797,90.63807678222656,2
2022-07-15,93.09500122070312,93.09500122070312,93.09500122070312,93.09500122070312,90.73388671875,2
2022-07-18,92.8499984741211,93.04499816894531,92.8499984741211,93.04499816894531,90.68516540527344,134
2022-07-19,92.83670043945312,92.83670043945312,92.83670043945312,92.83670043945312,90.48213958740234,3
2022-07-20,92.78500366210938,92.78500366210938,92.78500366210938,92.78500366210938,90.43175506591797,1
2022-07-21,93.31610107421875,93.31610107421875,93.31610107421875,93.31610107421875,90.94938659667969,37
2022-07-22,93.78109741210938,93.78109741210938,93.78109741210938,93.78109741210938,91.40258026123047,76
2022-07-25,93.6500015258789,93.6500015258789,93.6500015258789,93.6500015258789,91.27481842041016,3
2022-07-26,93.77989959716797,93.77989959716797,93.59880065917969,93.59880065917969,91.22490692138672,482
2022-07-27,93.7699966430664,93.91000366210938,93.7699966430664,93.91000366210938,91.5282211303711,103
2022-07-28,94.36000061035156,94.36000061035156,94.33499908447266,94.33499908447266,91.94243621826172,402
2022-07-29,94.38999938964844,94.41500091552734,94.38999938964844,94.41500091552734,92.02041625976562,371
2022-08-01,94.52999877929688,94.52999877929688,94.49500274658203,94.49500274658203,92.09838104248047,365
2022-08-02,94.2249984741211,94.2249984741211,93.80000305175781,93.84500122070312,91.46487426757812,10729
2022-08-03,93.6500015258789,93.98320007324219,93.6500015258789,93.98320007324219,91.59956359863281,376
2022-08-04,94.05000305175781,94.1843032836914,94.05000305175781,94.1843032836914,91.79557037353516,9768
2022-08-05,93.59480285644531,93.59480285644531,93.59480285644531,93.59480285644531,91.22101593017578,1
2022-08-08,93.7750015258789,93.7750015258789,93.7750015258789,93.7750015258789,91.39664459228516,24
2022-08-09,93.56159973144531,93.61160278320312,93.56159973144531,93.61160278320312,91.23738861083984,403
2022-08-10,93.9000015258789,93.9000015258789,93.8949966430664,93.8949966430664,91.51359558105469,236
2022-08-11,93.55609893798828,93.55609893798828,93.55609893798828,93.55609893798828,91.18328857421875,18
2022-08-12,93.71299743652344,93.71299743652344,93.71299743652344,93.71299743652344,91.3362045288086,7
2022-08-15,93.95989990234375,93.95989990234375,93.87429809570312,93.87429809570312,91.49341583251953,157
2022-08-16,93.74230194091797,93.74230194091797,93.74230194091797,93.74230194091797,91.36477661132812,3
2022-08-17,93.427001953125,93.427001953125,93.427001953125,93.427001953125,91.0574722290039,2
2022-08-18,93.55000305175781,93.55000305175781,93.5250015258789,93.52510070800781,91.153076171875,6692
2022-08-19,93.30000305175781,93.30000305175781,93.30000305175781,93.30000305175781,90.9336929321289,1
